,LastUpdate,Country,Category,Indicator (text in app),Cod.Category,Cod.Indicator,value,comment
100,2021-05-06 09:33:00,LUX,Travel,"From within the EU/EEA, may I enter or exit this country for tourism? ",2,2,N,"<p><strong>Is a coronavirus test required?</strong></p><p>Since 29 January, any person - regardless of nationality - arriving by air transport to the Grand Duchy of Luxembourg is subject to the requirement for a <strong>pre-departure negative COVID-19 test</strong> (on paper or electronic document).</p><p>The test must be taken within <strong>72 hours prior to departure</strong>.</p><p>Accepted test: <strong>PCR, TMA, LAMP, Antigen</strong></p><p>This obligation <strong>does not apply to travel by land</strong>.</p><p>Children aged 5 and under are exempted.</p><p>The negative test result must be presented, if necessary along with a translation, either in one of the administrative languages (Luxembourgish, French, German) of Luxembourg or in English. Documents in Italian, Spanish and Portuguese are also accepted.</p><p>The following persons are exempt from these obligations:</p><ul><li>People on duty employed in the transport sector and passengers in transit from the airport;</li><li>Persons making a return journey by air, for less than 72 hours, from the Grand Duchy to a country which is a member of the Schengen area or the European Union, provided they have not left the Schengen area or the territory of the EU Member States during this period;</li><li>Members of the diplomatic corps, personnel of international organizations and persons invited by these international organizations whose physical presence is required for the proper functioning of these organizations, military personnel, personnel in the field of development cooperation and humanitarian aid, and civil protection personnel in the exercise of their respective functions, provided that their stay in Luxembourg does not exceed 72 hours;</li><li>Persons who have had a recent SARS-CoV-2 infection within 3 months prior to travel and who have completed the applicable isolation period in the respective country with the disappearance of any symptoms of infection. These persons may present a medical certificate attesting to these facts, which allows them to board a flight to Luxembourg without having to undergo a new nucleic acid amplification test of SARS-CoV-2 viral RNA or of a viral antigen test.</li><li style=""list-style-type: none;"">&nbsp;</li></ul><p><strong>Is a quarantine required?</strong>&nbsp;</p><p>Entry to Luxembourg is not subject to a mandatory quarantine.</p><p>&nbsp;</p><p><strong>Mandatory Travel Documentation</strong></p><p>All passengers travelling by air are required to fill in a Passenger Locator Form.</p><p>&nbsp;</p><p><strong>Find out more:<br /></strong>covid19.public.lu (<a href=""https://covid19.public.lu/en/travellers/visiting-luxembourg.html"" target=""_blank"" rel=""noopener"">EN</a> &mdash; <a href=""https://covid19.public.lu/fr/voyageurs/visiter-luxembourg.html"" target=""_blank"" rel=""noopener"">FR</a> &mdash; <a href=""https://covid19.public.lu/de/reisende/luxemburg-besuchen.html"" target=""_blank"" rel=""noopener"">DE</a>&nbsp;&mdash;&nbsp;<a href=""https://covid19.public.lu/lb/reesen/letzebuerg-besichen.html"" target=""_blank"" rel=""noopener"">LU</a>)</p><p>&nbsp;</p><p><strong>Contact Point for Luxembourg:<br /></strong>For important medical questions concerning COVID-19, the Health Helpline (247-65533) is available from Monday to Friday between 8:00 and 18:00; on weekends between 10:00 and 18:00. Additional hotlines and contacts are available (<a href=""https://covid19.public.lu/en/support/contact.html"" target=""_blank"" rel=""noopener"">EN</a> &mdash; <a href=""https://covid19.public.lu/fr/support/contact.html"" target=""_blank"" rel=""noopener"">FR</a> &mdash; <a href=""https://covid19.public.lu/de/support/contact.html"" target=""_blank"" rel=""noopener"">DE</a>&nbsp;&mdash;&nbsp;<a href=""https://covid19.public.lu/lb/support/contact.html"" target=""_blank"" rel=""noopener"">LU</a>).</p>"
101,2020-10-23 11:40:00,LUX,Travel,May I enter this country without a medical certificate or a negative test?,2,11,Y,
102,2020-10-23 11:40:00,LUX,Health & Safety,Are there any risk areas under lockdown in this country?,4,1,N,
103,2020-11-17 13:31:00,LUX,Travel,May I enter this country without being subject to a mandatory quarantine?,2,10,,"<p>Isolation or quarantine for travellers arriving from abroad are <strong>not required.&nbsp;&nbsp;</strong>A 10-days isolation will only be applied in the event of a positive COVID-19 test result.&nbsp;Passengers arriving by air can be tested free of charge at Luxembourg Airport on a voluntary basis or&nbsp;at one of the eight test stations in the country through appointment on <a href=""https://covid19.public.lu/en/testing.html"" target=""_blank"" rel=""noopener"">www.covidtesting.lu</a>, provided that a&nbsp;Luxembourg social security number (CNS number) is available.&nbsp;</p><p>Any third-country national aged 11 or older who do not belong to the list of low-risk third countries, must, at the time of boarding, present the results of a negative test rsult, carried out within 72 hours befor entering the territory.</p><h3>Find out more:</h3><p><a href=""https://covid19.public.lu/en/travellers/visiting-luxembourg.html"" target=""_blank"" rel=""noopener"">www.covid19.public.lu</a></p>"
104,2021-05-06 09:33:00,LUX,Info,National website with COVID-related inofrmation for TRANSPORT,1,6,,"<p><a href=""https://transports.public.lu/fr/actualites/2020/03-mars-covid-19-transports-modifications-mesures-coronavirus.html"" target=""_blank"" rel=""noopener"">Info on transport</a></p>"
105,2021-05-06 09:33:00,LUX,Info,National website about COVID situation,1,7,,"<p><a href=""http://www.covid19.lu"" target=""_blank"" rel=""noopener"">www.covid19.lu</a></p>"
106,2021-05-06 09:33:00,MLT,Travel,"From within the EU/EEA, may I enter or exit this country for tourism? ",2,2,WL,"<p class=""border"">Malta adopts <a href=""https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/travel.aspx"" target=""_blank"" rel=""noopener"">its own national classification of risk areas</a>, hence travel restrictions for Malta are not based on the common ""EU Traffic Lights"" map.</p><p><span lang=""EN-GB"">Entry restrictions depend on whether the traveller is coming from a country that is included among Malta&rsquo;s corridor countries.</span></p><p><span lang=""EN-GB"">Travellers coming from one of Malta&rsquo;s corridor countries are allowed to enter the country, while travellers coming from countries on the ""Red"" list are allowed to enter Malta as long as they have stayed in a ""corridor country"" for a minimum of 14 days. People coming to Malta cannot transit through airports located outside the list of corridor countries.</span></p><p>&nbsp;</p><p><strong>Is a coronavirus test required?</strong></p><p><span lang=""EN-GB"">All travellers coming from a corridor country or allowed to enter Malta are subject to the requirement for a&nbsp;<strong>pre-departure negative PCR test</strong>.<br />The test must be taken within&nbsp;<strong>72 hours prior to arrival.</strong></span></p><p><span lang=""EN-GB"">For increased security, random swab tests may be conducted on passengers upon arrival at the Malta International Airport.</span></p><p>&nbsp;</p><p><strong>Is a quarantine required?</strong></p><p><span lang=""EN-GB"">Travellers arriving from corridor countries who fail to produce a Covid-19 test may be tested upon arrival in Malta and may be subject to quarantine.</span></p><p>&nbsp;</p><p><strong>Mandatory Travel Documentation</strong></p><p>All persons travelling to Malta must complete the <strong><a href=""https://mia-prod-s3-cdn.s3.amazonaws.com/wp-content/uploads/2020/07/Public-Health-Travel-Declaration-Form-2020_RZA_updated.pdf"" target=""_blank"" rel=""noopener"">Public Health Travel Declaration</a></strong> and the <strong><a href=""https://mia-prod-s3-cdn.s3.amazonaws.com/wp-content/uploads/2020/06/Public-Health-Passenger-Locator-Form.pdf"" target=""_blank"" rel=""noopener"">Passenger Locator Form</a></strong>.</p><p>&nbsp;</p><p><strong>Find out more:<br /></strong><a href=""https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/travel.aspx"" target=""_blank"" rel=""noopener"">Health.gov.mt</a></p><p>&nbsp;</p><p><strong>Contact Points for Malta:<br /></strong>Covid-19 Helpline: 111<br />Email:<a href=""mailto:covid19.health@gov.mt%E2%80%8B""> covid19.health@gov.mt​​</a></p>"
107,2020-12-17 15:49:00,MLT,Travel,May I enter this country without a medical certificate or a negative test?,2,11,,"<p>Any eligible person entering Malta (except residents of a country that is part of the safe corridor) has to provide proof of a negative PCR test for SARS-CoV2 done in the previous 7 days, and will be subject to further testing upon arrival and on the 10th day of the 14-days mandatory quarantine. This requirement does not apply to people arriving from a&nbsp;<strong><a href=""https://www.visitmalta.com/en/covid-19"" target=""_blank"" rel=""noopener"">Public Health Corridor (PHC)</a></strong>.</p><h3>Find out more:</h3><p><a href=""https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/travel.aspx"" target=""_blank"" rel=""noopener"">health.gov.mt</a></p>"
108,2020-10-23 11:40:00,MLT,Health & Safety,Are there any risk areas under lockdown in this country?,4,1,N,
109,2020-12-17 15:49:00,MLT,Travel,May I enter this country without being subject to a mandatory quarantine?,2,10,,"<p>The mandatory quarantine was lifted for countries with which Malta established a&nbsp;<strong><a href=""https://www.visitmalta.com/en/covid-19"" target=""_blank"" rel=""noopener"">Public Health Corridor (PHC)</a></strong>.<br />From other countries, only essential travel may be allowed.</p><h3>Find out more:</h3><p><a href=""https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/quarantine.aspx"" target=""_blank"" rel=""noopener"">Mandatory quarantine</a></p>"
110,2021-05-06 09:33:00,MLT,Info,National website about COVID situation,1,7,,"<p><a href=""https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/landing-page.aspx"" target=""_blank"" rel=""noopener"">Info Coronavirus</a></p>"
111,2021-05-06 09:33:00,NLD,Travel,"From within the EU/EEA, may I enter or exit this country for tourism? ",2,2,N,"<p class=""border"">The Netherlands adopts <a href=""https://www.government.nl/topics/coronavirus-covid-19/visiting-the-netherlands-from-abroad/eu-list-of-safe-countries"" target=""_blank"" rel=""noopener"">its own national classification of risk areas</a>, hence travel restrictions for the Netherlands are not based on the common ""EU Traffic Lights"" map.</p><p>For some areas of the Caribbean parts of the Kingdom certain specific restrictions apply, please see <a href=""http://www.nederlandwereldwijd.nl"" target=""_blank"" rel=""noopener"">www.nederlandwereldwijd.nl</a> (in Dutch).</p><p>&nbsp;</p><p><strong>Is a coronavirus test required?</strong></p><p>If you are travelling to the Netherlands by aircraft, ship, train or coach from a high-risk area, you are subject to the requirement for a <strong>pre-departure negative COVID-19 test</strong>.</p><p>Accepted tests: molecular NAAT test (PCR, RT PCR, LAMP, TMA or mPOCT).</p><p>The test must be taken within <strong>24 hours prior to boarding</strong>.</p><p>Alternatively, you can present both a negative NAAT (PCR) test result based on a sample collected no more than <strong>72 hours before arrival</strong> in the Netherlands and a <strong>negative rapid test</strong> result based on a sample collected no more than <strong>24 hours before boarding</strong>.</p><p>Certain exemptions apply, including for diplomats.&nbsp;<a href=""https://www.government.nl/topics/coronavirus-covid-19/visiting-the-netherlands-from-abroad/mandatory-negative-test-results-and-declaration/requirements-rapid-test-result"" target=""_blank"">The rapid test must meet certain requirements</a></p><p>Children aged 12 and under are exempted.</p><p>A negative COVID-19 test result is <strong>not mandatory</strong> if you are travelling to the Netherlands by car. The same applies to travellers on a regional, cross-border bus that remains within 30 km of the Dutch border on both sides, as well as those travelling on regional cross-border trains.</p><p>&nbsp;</p><p><strong>Is a quarantine required?</strong></p><p>All travellers must complete a <a href=""https://www.government.nl/topics/coronavirus-covid-19/visiting-the-netherlands-from-abroad/self-quarantine"" target=""_blank""><strong>10-day mandatory quarantine</strong></a>.<br />The quarantine period may be shortened by taking a PCR test no less than 5 days after arrival. If the result of this test is negative, the period of quarantine can end.</p><p>You can self-quarantine at home or in temporary or holiday accommodation. To prepare for your journey you can do the <a href=""https://reizentijdenscorona.rijksoverheid.nl/en"" target=""_blank"" rel=""noopener"">Quarantine Check for Travellers</a>. This is a checklist of steps to take before and after your journey.</p><p><a href=""https://www.government.nl/topics/coronavirus-covid-19/visiting-the-netherlands-from-abroad/self-quarantine/exemptions"" target=""_blank"" rel=""noopener"">Some travellers do not have to self-quarantine</a>, for example, workers in the transport sector, and those travelling from low-risk countries.</p><p>&nbsp;</p><p><strong>Mandatory Travel Documentation</strong></p><p>If you are travelling by air you must <a href=""https://www.government.nl/topics/coronavirus-covid-19/documents/publications/2020/07/07/information-for-passengers-flying-to-and-from-the-netherlands"" target=""_blank"" rel=""noopener"">fill in a health declaration</a> and carry it with you. Some airlines allow you to complete this health declaration digitally at check-in.</p><p>&nbsp;</p><p><strong>Find out more:<br /></strong><a href=""https://www.government.nl/topics/coronavirus-covid-19"" target=""_blank"" rel=""noopener"">Dutch government on COVID-19</a><br /><a href=""https://www.government.nl/topics/coronavirus-covid-19/visiting-the-netherlands-from-abroad/mandatory-negative-test-results-and-declaration/requirements-pcr-test-result"" target=""_blank"" rel=""noopener"">Requirements for COVID-19 tests</a><br /><a href=""https://www.government.nl/topics/coronavirus-covid-19/tourism-in-the-netherlands"" target=""_blank"" rel=""noopener"">FAQs about Tourism</a><br /><a href=""https://www.netherlandsworldwide.nl/latest/news/2020/06/15/going-on-holiday-abroad-countries-whose-borders-are-open"" target=""_blank"" rel=""noopener"">Netherlandsworldwide.nl</a></p><p>&nbsp;</p><p><strong>Contact point:<br /></strong><a href=""https://www.government.nl/contact/contact-form"" target=""_blank"" rel=""noopener"">Contact form</a></p>"
